,id,Website,Article_URL,Headline,Claim_Date,Review_Date,Query/Keyword,Label_Website,Image_URL,Original_Claim_Website,Original_Claim_Only,Context/Label_Explanation,Text_Only_Claim,Normal_Image,AI_Generated_Image,Altered_Image,Data_Collection_Type
56,56,Politifact,https://www.politifact.com/factchecks/2024/sep/20/tweets/no-this-image-doesnt-show-an-iphone-that-exploded/,“iPhones exploding in Lebanon blowing up random people.”,2024-09-18 00:00:00,2024-09-20 00:00:00,"""Israel""",false,https://pbs.twimg.com/media/GXxe63hXsAAlRh4?format=jpg&name=large,"""iPhones exploding in Lebanon blowing up random people,""","""iPhones exploding in Lebanon blowing up random people.""","The image of an exploded iPhone being shared as if it was from recent device attacks in Lebanon was published in a 2021 article about an exploding iPhone in a suburb of Cairo, Egypt. Credible news reports of the attacks in Lebanon did not say that iPhones were devices targeted in the attacks.",False,True,False,False,manual
57,57,misbar.com,https://www.misbar.com/en/factcheck/2025/04/13/contrary-trolls-baby-sham-lost-her-arm-and-died-israeli-airstrike,"Contrary to Trolls, Baby Sham Lost Her Arm and Died in Israeli Airstrike",2025-04-13 00:00:00+00:00,2025-04-13 00:00:00+00:00,Gaza,fake,https://pbs.twimg.com/media/GoQLcf6WUAAkeXV?format=jpg&name=medium,,"Baby Sham did not lose her arm in an Israeli airstrike on the Shejaeya neighborhood, east of Gaza City."," Misbar’s investigative team spoke with Nahed Hajjaj, the original photographer of the widely shared photo showing Sham after her amputation. Hajjaj told Misbar he took the photo two days earlier at Al-Ahli Arab Baptist Hospital, where Sham was treated after an Israeli attack targeted her family’s house in the Shuja’iyya neighborhood. He confirmed that Sham lost her right arm and died the following day due to the severity of her injuries. Nahed also posted footage of baby Sham on his Instagram account two days ago, providing details about the Israeli airstrike that targeted her family.",False,True,False,False,api
58,58,newsmobile.in,https://www.newsmobile.in/nm-fact-checker/fact-check-this-picture-of-dog-holding-a-childs-body-is-from-bangladesh-not-gaza/,"Fact Check: This Picture Of Dog Holding A Child’s Body Is From Bangladesh, NOT Gaza",2024-12-30 00:00:00+00:00,2024-12-31 00:00:00+00:00,Gaza,false,https://scontent-cph2-1.xx.fbcdn.net/v/t39.30808-6/490831653_1358031626327521_2944457293246742450_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=833d8c&_nc_ohc=g9VbatabM0AQ7kNvwFk4Bk8&_nc_oc=AdmiWNNzFrYWqZhWDfYrS2jaarKZaZ4nkwT2IG8ywhY85-7lp1cAB3qi_-SoQYnrbwc&_nc_zt=23&_nc_ht=scontent-cph2-1.xx&_nc_gid=YMrknCTsIQnyAUAaSIkiug&oh=00_AfKNZimjK1cOf29uCMhvAKDS1l5cfmMbZhMYamHCh_jdMw&oe=682EB65C,,picture of a dog holding an infant in his mouth is from Gaza," Running the picture through Google Reverse Image Search, the NM team found the image shared by Facebook users in January 2024. According to the posts, the picture was taken in front of Mymensingh Medical College in Bangladesh. The post can be seen here and here. On searching further, we found a report by BanglaNews on January 16, 2024, saying that the deputy director of the hospital, M. Zakiur Rahman, clarified that the picture had been in circulation for years. Another report by Protidiner Sangbad says netizens claimed that the picture was taken near Mymensingh Medical College (MMEC) Hospital as some of the images showed a tin fence which resembled the construction work that was underway in January near the hospital. Similar reports was also published by another local media outlet stating that the image was circulating online with a claim that it was taken near the MMEC Hospital area. ",False,True,False,False,api
59,59,misbar.com,https://www.misbar.com/en/factcheck/2024/12/30/this-footage-does-not-show-and-aerial-footage-of-gaza-but-zamalka-in-syria,This Footage Does Not Show Aerial Footage of Gaza But Zamalka ...,2024-12-30 00:00:00+00:00,2024-12-30 00:00:00+00:00,Gaza,misleading,https://assets.misbar.com/styles/large_870x490/public/218e6fd5e84f5220e65b83e8bc2470036f4a9b9b.jpg.webp?itok=jePQTGS7,,"This is Gaza, completely destroyed. It looks like hell on earth."," Aerial Footage Shows the Destruction in Zamalka City, in Syria. The video includes an Arabic phrase, which upon translation, indicates that the footage does not show Gaza. After selecting the text, using the translation option in Google reverse image search, Google Translate showed that the Arabic phrase means, “Aerial shots of the town of Zamalka in the Damascus countryside,” not Gaza as claimed. The video ends with the logo of the Syria TV channel, casting further doubt on the claim's validity. Upon searching for the keywords “Zamalka” and “Syria TV” in Arabic, Misbar’s team found the same video published on the Syria TV YouTube channel on Dec. 16, 2024, titled: “Aerial footage of the town of Zamalka in the Damascus countryside shows the massive destruction of its buildings.” The video showed several aerial shots of the Syrian city Zamalka, 10 kilometers away from the capital Damascus, where the city is completely destroyed and deserted.",False,True,False,False,api
60,60,checkyourfact.com,https://checkyourfact.com/2024/11/01/fact-check-does-viral-tweet-show-recent-hamas-attack-on-israeli-tank-unit/,FACT CHECK: Does Viral Tweet Show Recent Hamas Attack on Israeli Tank Unit?,2024-10-25 00:00:00+00:00,2024-11-01 00:00:00+00:00,Gaza,false,https://pbs.twimg.com/media/GaurxAAWQAADmgV?format=jpg&name=small,,"A viral tweet claims that Hamas fighters successfully ambushed an Israeli tank unit near Jabalia camp in northern Gaza, destroying multiple vehicles and injuring or killing their crews."," Iran is preparing to strike Israeli target from Iraqi territory, according to the Jerusalem Post. The plans are in response to attacks by Israel on Iranian soil, marking an escalation in the conflict, the outlet reported. The image accompanying this tweet is not recent. It originates from October 7, 2023, and has been repurposed to support claims of recent attacks. The specific details of the alleged ambush, including the use of bulldozers and explosives, have not been confirmed by credible sources. Independent military analysts and organizations tracking the conflict have not corroborated the incident or reported similar activity matching this description in recent days. Furthermore, while it is possible for older images to resurface in military contexts, this image has been previously used in unrelated posts, weakening the tweet’s credibility. Notably, accounts such as @sentdefender, @ozraeliavi, and @Global_Mil_Info, highlight that the accompanying photo lacks context and should not be used as evidence of the tweet’s claims, or at least confirm that the photos are not new. ",False,True,False,False,api
61,61,factly.in,https://factly.in/old-photo-from-yemen-is-being-falsely-shared-as-the-death-of-a-man-in-gaza-following-an-israeli-attack/,Old photo from Yemen is being falsely shared as the death of a man in Gaza following an Israeli attack,2024-10-22 00:00:00+00:00,2024-10-24 00:00:00+00:00,Gaza,false,https://scontent-lga3-2.xx.fbcdn.net/v/t39.30808-6/484976983_982394174076113_3153136584431830363_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=833d8c&_nc_ohc=CAmBrxLwtGsQ7kNvwE6CXeg&_nc_oc=AdmxwuRKSrBhdP1GV6SurDuIfTnGqdQd8roQoLqOvBb52IhbPs1Z3D14dfWOcBwfdRw&_nc_zt=23&_nc_ht=scontent-lga3-2.xx&_nc_gid=LBEtsXi0_su5YsSC_okERQ&oh=00_AfIUvnbX0vb00tPHdnosbDg42lYIH4x0wTUhqUwSQMzxoA&oe=6828FE62,,The photo of a dead man surrounded by dogs is from Gaza and killed by Israel.," According to reports from Al Jazeera and other media outlets, the man in the image is Ismail Muhammad Hadi, who lived on the streets of Ebi Market in Yemen. He was known for feeding dogs and suddenly died of a heart attack at night. The dogs surrounded him until people arrived at the market. This image has no connection to Gaza or Israel. Hence, the claim is FALSE.",False,True,False,False,api
62,62,newsmobile.in,https://www.newsmobile.in/nm-fact-checker/fact-check-this-image-claiming-to-show-journalist-from-gaza-is-ai-generated/,Fact Check: Viral Image Claiming To Show Body Of A Journalist From Gaza Is Not Real But AI-generated,2024-10-14 00:00:00+00:00,2024-10-16 00:00:00+00:00,Gaza,misleading,https://assets.misbar.com/styles/large_870x490/public/35998a267b8f7068ed65fdcb3c45e90759cf7285.jpg.webp?itok=89WVBn40,,Image shows a journalist's body in Gaza,"NewsMobile fact-checked the image, and found it to be AI-Generated. Putting the image through Reverse Image Search, the NM team could not find any related reports except few discrepancies in the image. The word “PRESS” on the vest worn by the individual appears distorted, there is also an apparent discrepancy in the fingers. For further confirmation, putting the image through the AI Image detector tools — Hive Moderation and Hugging Face — we found the image was digitally manipulated.",False,False,True,False,api
63,63,logicallyfacts.com,https://www.logicallyfacts.com/en/fact-check/old-photos-gaza-linked-to-israeli-attack-in-lebanon,Old photos from Gaza falsely linked to Israeli attack on Lebanon,2024-10-21 00:00:00+00:00,2024-10-22 00:00:00+00:00,Gaza,misleading,https://media.gettyimages.com/id/1715817216/photo/topshot-palestinian-israel-conflict.jpg?s=2048x2048&w=gi&k=20&c=JmVVYIYk_2vxGOewXnsFgjaNRf6zaSiBXw7ok_37SQA=,,Social media posts claiming to show recent Israeli attack on Lebanon.," We found the second photo published on the Getty Images website and credited to AFP's Mahmud Hams. According to the caption, the photo was taken in Gaza on October 9, 2023. The photo caption read, ""A fireball erupts from an Israeli airstrike in Gaza City on October 9, 2023. The death toll from the unprecedented assault by Palestinian militant group Hamas on its territory rose to 900 in Israel, which has retaliated with a withering barrage of strikes on Gaza, raising the death toll there to 687."" The same photo was also published by the South China Morning Post in a report credited to AFP. ",False,True,False,False,api
64,64,misbar.com,https://www.misbar.com/en/factcheck/2024/07/15/photo-of-a-woman-from-south-lebanon-shared-in-relation-to-gaza,Photo of A Woman From South Lebanon Shared in Relation To Gaza,2024-07-15 00:00:00+00:00,2024-07-15 00:00:00+00:00,Gaza,misleading,https://assets.misbar.com/styles/large_870x490/public/77f8bd01c9ec98c8aaa19f14310ae199a0d0f879.jpg.webp?itok=1Mn3BUAE,,Mercava Pride Zionist Industry Laundry clothesline in Gaza.," 2000 Photo of Israeli Tank Left Behind in South Lebanon Resurfaces Online. Contrary to social media users’ viral claim, the image is not recent and was not shot in Palestine. The image dates back to 2000 and depicts a woman using an Israeli tank that was left over in Lebanon after the IOF pulled back to the international border line, ending a 22-year occupation of south Lebanon. The image was published in a report on the website of the war-zone correspondent and political analyst of the events in the Middle East and North Africa Elijah J. Magnier, titled ""20 Years After the Unconditional Israeli Withdrawal from Lebanon: Where Are We? The report attributed the attached photo to Younes Zaatari, with a description indicating that it was taken in southern Lebanon in 2000. The photo was published on X, via a similar name “Younes Al-Zaatari” with a description that reads “A photo taken by my father took of a woman mocking the Israeli arrogance in Southern Lebanon. I remember this photo and the taste of the Lebanese meat pie that was served by the old woman.”",False,True,False,False,api
65,65,voanews.com,https://www.voanews.com/a/fact-check-in-china-and-iran-state-media-used-trump-assassination-attempt-to-accuse-west-of-neglecting-gaza-crisis/7700762.html,"In China and Iran, state media used Trump assassination attempt to ...",2024-07-16 00:00:00+00:00,2024-07-16 00:00:00+00:00,Gaza,misleading,,,“Shocking. EU leaders responded more swiftly and strongly to assassination attempt at Trump than they responded at all to the mass killings of Palestinians in Gaza.”," While von der Leyen did not tweet about Gaza that day, the European Union’s top diplomat Josep Borrell did comment on the al-Mawasi camp bombing on July 13. He wrote: “Again, an IDF [Israel Defense Forces] attack intended against Hamas targets seems to have provoked a carnage in Mawasi refugee camp, designated safe zone by Israel. Many civilians reportedly killed. Wars have limits enshrined in international law; end can’t justify all means We condemn any violation … Once again, we call for access to independent investigations and accountability [SIC], and for an end to the appalling situation of innocent civilians in Gaza.” Two hours later, Borrell wrote a post condemning the assassination attempt on Trump and the use of political violence. Borrell further condemned the “climbing human cost and wide-scale destruction caused in Gaza by this conflict” on July 15, calling the bombing of the Mawasi refugee camp “unbearable” and “unacceptable.",True,False,False,False,api
66,66,misbar.com,https://www.misbar.com/en/factcheck/2025/04/15/photos-show-recent-pro-palestine-protests-bangladesh-not-india,"Photos Show Recent Pro-Palestine Protests in Bangladesh, Not India",2025-04-15 00:00:00+00:00,2025-04-15 00:00:00+00:00,Israel,misleading,https://assets.misbar.com/styles/large_870x490/public/images/2025-04/picture1_5.png.webp?itok=Qq5ZllHa,,"Thousands gathered at Sohrawardi Park in Kolkata, India, to show solidarity with the Palestinian people amid the ongoing Israeli assault on Gaza."," Photos Show Recent Pro-Palestine Protests in Bangladesh. Misbar’s investigation found that the photos, falsely claimed to show protests in India, capture pro-Palestine demonstrations in Bangladesh amid the ongoing Israeli war on Gaza. Misbar's team conducted a detailed reverse image search and traced the photos to Somoy TV, a Dhaka-based news outlet. Somoy TV originally uploaded the images on Facebook, stating they show protests held at Suhrawardy Udyan in support of Palestine. The post’s translated caption reads, “March for Gaza. Lakhs of people are gathering in processions at Suhrawardy Udyan. The entire area is filled with slogans.” Misbar’s team verified the location mentioned by several media outlets, Suhrawardy Udyan, and found that the park is based in Dhaka, Bangladesh, not India. By comparing the videos and photos shared of the pro-Palestine protests, Misbar's team found that they all feature the exact location in Bangladesh. Moreover, Misbar’s team searched for reports of recent pro-Palestine protests in India but found no evidence confirming that such demonstrations have occurred there recently.",False,True,False,False,api
67,67,misbar.com,https://www.misbar.com/en/factcheck/2025/04/14/photo-mummified-children-bolivia-falsely-circulated-dead-children-gaza,Photo of Mummified Children in Bolivia Falsely Circulated as Dead Children in Gaza,2025-04-14 00:00:00+00:00,2025-04-14 00:00:00+00:00,Israel,misleading,https://pbs.twimg.com/media/GoUZAEtWwAAS8E3?format=jpg&name=large,,Two children were found two months later under the rubble of their home. No God bless Israel and its supporters.," Photo Shows Mummified Children in a Museum in Bolivia. Contrary to social media users’ viral claim, the photo is unrelated to the ongoing Israeli genocidal campaign in Gaza. Misbar’s investigative team conducted a thorough reverse image search and traced the photo back to 2006. A Flickr user originally uploaded it, stating that the image shows two mummified Spanish children from the 1800s. The user noted that she took the photo on December 22, 2006, at the Mint Museum in Potosí, Bolivia. The original caption reads, “It's always a surprise what you find in museums. In the Mint Museum in Potosí, Bolivia, I found two mummified Spanish children from the 1800s. Gruesome stuff.” Another Flickr user also uploaded a photo of the same mummified children, confirming the same details. The user stated that he took the picture at the Mint Museum in Potosí, Bolivia, on May 17, 2007. In addition, a tourism website published the same photo of the mummified children alongside other photos from the Mint Museum in Potosí, Bolivia.",False,True,False,False,api
68,68,leadstories.com,https://leadstories.com/hoax-alert/2025/04/fact-check-eminem-israel-june-2025.html,Fact Check: Eminem Did NOT Announce a Concert in Israel for June 2025,2025-04-10 00:00:00+00:00,2025-04-10 00:00:00+00:00,Israel,fake poster,https://pbs.twimg.com/media/Gn-ihSZXIAAgaQ8?format=jpg&name=medium,,The rapper Eminem announced in April 2025 that he would hold a concert in Israel in June.," The poster used the European ""day/month/year"" format to refer to a June 1, 2025 concert. However, Eminem had made no such announcement, as of April 10, and the poster appeared to have been created by someone not affiliated with the performer. Lead Stories searched Eminem's official website, as well as his Facebook, Instagram, X and YouTube accounts for mention of Israel dates in 2025, and found no relevant entries or posts. If Eminem had confirmed or announced a concert in Israel for June 2025, it is inconceivable that that would not have been mentioned on any of those official channels. In an email, Dennis Dennehy, chief communications officer for AEG Presents and a spokesperson for Eminem, told Lead Stories the claim was ""untrue."" ",False,False,True,False,api
69,69,misbar.com,https://www.misbar.com/en/factcheck/2025/04/03/iranian-general-esmail-qaani-did-not-flee-israel,Iranian General Esmail Qaani Did Not Flee to Israel,2025-04-03 00:00:00+00:00,2025-04-03 00:00:00+00:00,Israel,fake,,,Breaking: Iran's IRGC Quds Force commander Gen. Esmail Qaani is confirmed safe in Israel.," Misbar investigated the viral claim and found it to be fake. No Iranian, Israeli, or international media outlet, news agency, or credible source has reported or confirmed any information about Qaani's move to Israel. ",True,False,False,False,api
70,70,misbar.com,https://www.misbar.com/en/factcheck/2025/03/19/outdated-photo-shows-aftermath-israeli-airstrike-lebanon-not-gaza,"Outdated Photo Shows Aftermath of Israeli Airstrike on Lebanon, Not Gaza",2025-03-19 00:00:00+00:00,2025-03-19 00:00:00+00:00,Israel,misleading,https://pbs.twimg.com/media/GRBjLqcXsAAy8Ne?format=jpg&name=medium,,At least four Palestinians were killed in a heavy Israeli bombardment on Deir al-Balah in the southern Gaza Strip.," Old Photo Shows Aftermath of Israeli Airstrike on Nabatieh, Lebanon. Contrary to social media users’ viral claim, the photo is unrelated to the recent Israeli airstrike on the Gaza Strip. A thorough reverse image search traced the image back to June 2024, capturing an Israeli airstrike on a residential neighborhood in Nabatieh, South Lebanon. The Cradle news outlet posted the photo on X on June 26, 2024, with the caption: “BREAKING | Israel bombs a residential neighborhood in the city of Nabatieh in South Lebanon, destroying an entire building. In addition, the daily newspaper L'Orient Today used the same photo in a published article on June 27, 2024, reporting on the Israeli bombing of a residential neighborhood in Nabatieh.”",False,True,False,False,api
71,71,misbar.com,https://www.misbar.com/en/factcheck/2025/03/05/image-does-not-show-zelenskyy-signing-bombs-gaza,This Image Does Not Show Zelenskyy Signing Bombs for Gaza,2025-03-05 00:00:00+00:00,2025-03-05 00:00:00+00:00,Israel,misleading,https://assets.misbar.com/styles/large_870x490/public/images/2025-03/glezjqnxwaaaxga.jpg.webp?itok=IxyJQHka,,"Ukrainian President Volodymyr Zelenskyy signing bombs, claiming he was signing Israeli bombs intended for use against Palestinians in Gaza."," Image of Zelenskyy at a Plant Producing Ammunition for Ukraine. Misbar’s team found that the image shows Zelenskyy signing American bombs produced for Ukraine. A reverse image search led to a YouTube video published by AFP News Agency in September 2024. The video, which included frames similar to the viral image, showed Zelenskyy visiting an ammunition factory in Scranton, Pennsylvania. According to AFP’s description, Zelenskyy visited the United States at the time to seek permission to use Western weapons against targets in Russia. At the 0:56 timestamp, a frame similar to the viral image can be seen. Several news outlets, including BBC and Yahoo News, featured the viral image in reports on Zelenskyy’s September 2024 visit to the United States, where he toured the Scranton Army Ammunition Plant and discussed his “victory plan” to pressure Russia into a diplomatic resolution. AP News also featured the image in a report on Zelenskyy’s visit to the Scranton Army Ammunition Plant. The outlet stated that his visit aimed to thank workers producing one of the most needed types of ammunition for Ukraine in its war with Russia. AP reported that Zelenskyy’s visit to the ammunition plant was intended to thank workers for manufacturing weapons for Ukraine. Finally, Briscs News published the image in September 2024, captioning that it showed Zelenskyy signing bombs intended for use against Russia. According to the official website of the Ukrainian president, the Army Ammunition Plant is fully dedicated to meeting Ukraine’s ammunition needs, particularly for producing 155mm shells. ",False,True,False,False,api
72,72,misbar.com,https://www.misbar.com/en/factcheck/2025/03/04/erdogan-did-not-urge-us-control-israel-over-syria-conflict,Erdogan Did Not Urge U.S. To Control Israel Over Syria Conflict,2025-03-04 00:00:00+00:00,2025-03-04 00:00:00+00:00,Israel,fake,,,"A statement attributed to Turkey's President Erdogan, allegedly warning Israel"," No Record of Turkish President Making Such a Statement. Contrary to social media users’ viral claim, Misbar’s team found no evidence supporting the viral claim that Turkish President Recep Tayyip Erdogan threatened Israel or urged the United States to control its ally over its intervention in southern Syria. Misbar’s investigative team reviewed Erdogan’s official X account and found no such statement. In addition, Misbar’s team searched the Turkish presidency’s Directorate of Communications but found no official statements mentioning the U.S. or Israel in connection with the recent incursion into southern Syria.",True,False,False,False,api
73,73,misbar.com,https://www.misbar.com/en/factcheck/2025/03/01/image-2021-israeli-airstrike-gaza-shared-recent-israeli-bombing-syria,Image of 2021 Israeli Airstrike on Gaza Shared as Recent Israeli Bombing in Syria,2025-03-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Israel,misleading,https://pbs.twimg.com/media/GkqeNZwWkAAjWOc?format=jpg&name=900x900,,"NOW: Israel is violently bombing the surroundings of Southern Damascus, destroying its last remaining army depots."," 2021 Israeli Airstrike on Gaza. Misbar's team found through reverse image search that the photo shows an Israeli airstrike on Gaza in April 2021. The photo was originally published by Agence France-Presse (AFP) and taken by the photographer Said Khatib. According to AFP’s caption, the photo showed the explosion of an Israeli airstrike on Rafah, a city in southern Gaza Strip. The Israeli Occupation Forces stated that the airstrike was conducted in response to a rocket launch from the Strip. The photographer also shared the photo to his Facebook account in April 2021, along with another picture of the same airstrike captured at a different moment. Additionally, several reputable outlets featured the photo in reports on the airstrike or analyses on the situation between Hamas and Israel, such as Haaretz and Middle East Eye. Middle East Eye reported that Israel struck two “training sites” in southern Gaza, which came hours after a rocket was fired into southern Israel. The rocket attack on Israel struck open ground and caused no casualties or damage, according to an Israeli spokesperson. It bears noting that the photo was previously misrepresented as an airstrike on Syria. In October 2022, the Jewish Press, an American news outlet, shared the photo falsely claiming that it showed an Israeli rocket attack on Damascus.",False,True,False,False,api
74,74,misbar.com,https://www.misbar.com/en/factcheck/2025/02/27/photo-not-related-israeli-forces%E2%80%99-recent-incursion-southern-syria,This Photo Is Not Related To Israeli Forces’ Recent Incursion Into Southern Syria,2025-02-27 00:00:00+00:00,2025-02-27 00:00:00+00:00,Israel,misleading,https://assets.misbar.com/styles/large_870x490/public/images/2025-02/picture1_14.png.webp?itok=1MMyAh4Q,,"Israeli occupation forces enter the town of Tasil in the countryside of Daraa on foot. While in the Muhajireen area in Homs, Al-Jolani elements arrest dozens of young men."," Old Photo Shows Israeli Occupation Forces in the West Bank. Contrary to social media users’ claim, the photo is unrelated to the recent Israeli aggression in southern Syria. Misbar’s investigative team found that the photo had been circulated multiple times in the past, always shared as depicting Israeli occupation forces in the West Bank, Palestine. Nawa, a local outlet, uploaded the photo in an article on November 30, 2014, reporting on the Israeli military arresting citizens in the West Bank. Alresalah news outlet also published the same photo on November 10, 2015, labeling it as an archive photo in the caption. In addition, the Palestinian Information Center published the same photo in July 2017 while reporting on the Israeli occupation forces’ arrest of a former prisoner.",False,True,False,False,api
75,75,checkyourfact.com,https://checkyourfact.com/2025/02/06/fact-check-iron-dome-intercept-ballistic-missiles/,FACT CHECK: Does The Iron Dome Intercept 90% Of Ballistic Missiles?,2025-01-28 00:00:00+00:00,2025-02-06 00:00:00+00:00,Israel,unsubstantiated,,,NewsNation and the New York Post reported that the Iron Dome intercepted 90% of ballistic missiles fired at Israel.," President Donald Trump signed an executive order directing Secretary of Defense Pete Hegseth to develop a missile defense plan to defend the United States from ballistic missiles, hypersonic missiles and other aerial threats, according to DefenseScoop. NewsNation and the New York Post reported on Trump’s missile defense executive order. NewsNation reported that “Iron Dome was 90% effective against ballistic missiles fired at Israel by Iran in October, which has prompted Trump to order the planning of a ‘state-of-the-art’ missile defense system to be designed in the United States.” The New York Post reported that the Iron Dome “blasts ballistic missiles out of the sky with an accuracy rate of roughly 90%.” Both of these claims are misleading. The Iron Dome is designed to shoot down rockets and other short-range munitions, such as mortar shells, according to the BBC. It is true that it has been reported that the Iron Dome has shot down 90% of rockets fired, per the BBC. However, the Iron Dome is not used to intercept ballistic missiles, per the BBC. Israel uses David’s Sling and the Arrows 2 and 3 systems to shoot down cruise and ballistic missiles, per the outlet. Furthermore, Israel used the Arrows 2 and 3 missile defense systems to intercept Iranian ballistic missiles during Iran’s October 2024 attack, according to Axios. In addition, the USS Bulkeley and USS Cole fired a dozen anti-missile interceptors, per the outlet. ",True,False,False,False,api
76,76,misbar.com,https://www.misbar.com/en/factcheck/2025/01/27/photo-of-vegetables-shelved-on-a-tank-is-from-syria-not-gaza,"Photo of Vegetables Shelved on a Tank Is from Syria, Not Gaza",2025-01-27 00:00:00+00:00,2025-01-27 00:00:00+00:00,Israel,misleading,https://foto.haberler.com/haber/2024/12/15/suriye-de-rejim-coktu-ozgurluk-safagi-operasyonu-18159664_4716_m.jpg,,"A vegetable stand in #Gaza with a Merkava tank, the pride of the Israeli army, as its decor."," Photo Shows Syrians Using al-Assad Regime Tank to Sell Vegetables. An X user uploaded the photo on December 15, 2024. The photo’s caption reads, “Abandoned Syrian Army Tank Has Been Turned Into A Vegetable & Fruit Stand In Damascus.” Moreover, a local news page shared the same photo on December 15, 2024. Reports indicate that the photo was taken in Syria and shows a tank previously used by Assad’s forces, now repurposed by a local vegetable vendor to display goods. According to Al Arabiya, the photo captured the unexpected transformation of a tank in Douma, on the outskirts of Damascus, into a fruit and vegetable stand. The seller arranged boxes of vegetables neatly on top of the tank, which he parked by the roadside in his search for livelihood. ",False,True,False,False,api
77,77,thip.media,https://www.thip.media/health-news-fact-check/is-israeli-pm-netanyahu-suffering-from-prostate-cancer/97476/,Fact Check: Is Israeli PM Netanyahu suffering from prostate cancer?,2025-01-08 00:00:00+00:00,2025-01-09 00:00:00+00:00,Israel,false,,,Israeli PM Netanyahu is suffering from prostate cancer," No, Netanyahu’s medical team has not confirmed a cancer diagnosis. The director of the urology department at Jerusalem’s Hadassah Medical Center, Ofer Gofrit, publicly stated that Netanyahu’s surgery on December 29, 2024, went well and that there was “no suspicion” of malignancy or cancer. This directly contradicts the claim of a cancer diagnosis. What was Netanyahu’s actual medical condition? Netanyahu’s medical condition was related to benign prostatic hyperplasia (BPH), a non-cancerous enlargement of the prostate. This condition is common in older men and can cause urinary issues but does not involve cancer. Netanyahu underwent surgery to remove his prostate as a result of this benign enlargement. His office confirmed this diagnosis, further debunking the cancer claim. Why would a cancer diagnosis be publicly known? If Netanyahu had been diagnosed with advanced prostate cancer, particularly a high-grade cancer like grade 3, it would have been widely reported in the media. Health updates concerning high-profile figures like Netanyahu are typically publicised, especially when it involves a serious condition like cancer. However, no credible news outlets or official statements have reported that Netanyahu has been diagnosed with cancer. What did Netanyahu’s office and medical team say? Netanyahu’s office issued a statement confirming that he was treated for a urinary tract infection caused by benign prostate enlargement. Additionally, Netanyahu’s medical team confirmed that the surgery was related to BPH, not cancer. ",True,False,False,False,api
78,78,usatoday.com,https://www.usatoday.com/story/news/factcheck/2024/12/13/new-york-times-headline-luigi-mangione-anti-israeli-fact-check/76965562007/,New York Times didn't publish 'anti-Israeli' headline about Luigi ...,2024-12-13 00:00:00+00:00,2024-12-13 00:00:00+00:00,Israel,altered,https://pbs.twimg.com/media/GepSmuIaYAAl3mQ?format=jpg&name=900x900,,Image shows headline calling 'glorification' of CEO shooter ‘anti-Israeli’," The image was digitally edited to change the headline. A New York Times spokesperson said the newspaper never published it. The New York Times did not publish an article with that headline, spokesperson Brian Latu told USA TODAY. The newspaper also said in an X post that it is a fabrication. The screenshotted image in the post is an edited version of the headline of a Dec. 12 opinion piece that reads, “What the Glorification of Luigi Mangione Reveals About America.” Its subhead, which describes “a new era of rage” in the U.S., matches the one in the Threads post.",False,False,False,True,api
79,79,newsmeter.in,https://newsmeter.in/fact-check/israeli-tanks-spotted-outside-damascus-no-image-is-from-gaza-in-2023-740432,"Fact Check: Israeli tanks spotted outside Damascus? No, image is ...",2024-12-11 00:00:00+00:00,2024-12-11 00:00:00+00:00,Israel,false,https://pbs.twimg.com/media/GebYSWPagAALWdo?format=jpg&name=medium,,The image shows the Israeli army reaching Damascus in Syria.," NewsMeter found that the claim is false. This is an old photo from Gaza. A reverse image search led us to a report by DW titled ‘Israel gives 24 hours to evacuate Gaza residents’, published on October 13, 2023. The report featured the same image with the caption: “Israel gives 24 hours to evacuate Gaza residents. Photo: Ohad Zwigenberg/AP Photo/picture alliance.” The report stated that the Israeli military had issued a 24-hour evacuation notice to over 1.1 million residents of northern Gaza, instructing them to move to the southern Gaza Strip. We also found the original image from the Associated Press (AP) archives. The description provided by AP confirmed that the photo shows Israeli tanks heading toward the Gaza Strip border in southern Israel, not Damascus. The image was taken during heightened conflict along the Gaza border in October 2023.",False,True,False,False,api
