Website;Article_URL;Headline;Month/Year;Category/Query;Label_Website;Image_URL;Claim;Corrected_Claim/Context/Explanation_Website;Text_Only_Claim?;Normal_Image?;AI_Generated_Image?;Altered_Image?
Snopes;https://www.snopes.com/fact-check/kamala-harris-support-israel/;Kamala Harris Said, 'Our Support for Israel Will Continue'?;07/24;"""Gaza""";FALSE;;"On July 22, 2024, Vice President Kamala Harris said, ""Our support for Israel will continue"" amid Israeli Prime Minister Benjamin Netanyahu’s visit to the United States.";"Context
While Harris did not use the above words, she has continuously supported Israel amid its assault on Gaza. Recently she called for a temporary cease-fire, becoming the first person in the Biden administration to do so, and for more humanitarian aid to enter Gaza.";Yes;No;No;No
Snopes;https://www.snopes.com/fact-check/palestine-girl-wedding-dress-gaza/;Yes, Photos Show Palestinian Girl Wearing Wedding Dress Found in Gaza Rubble;07/24;"""Gaza""";TRUE;https://mediaproxy.snopes.com/width/1200/https://media.snopes.com/2024/07/palestinian_girl_wearing_wedding_dress.png;Photos being shared online in late June 2024 authentically show a Palestinian girl wearing a wedding dress found amid the rubble in Khan Yunis, Gaza.;;No;Yes;No;No
Snopes;https://www.snopes.com/fact-check/un-famine-gaza/;UN Said There's No Famine in Gaza?;07/24;"""Gaza""";FALSE;;The United Nations said in early 2024 there was no famine in Gaza.;"Weeks later, however, the U.N. appeared to reverse itself. The FRC released https://reliefweb.int/report/occupied-palestinian-territory/famine-review-committee-review-famine-early-warning-systems-network-fews-net-ipc-compatible-analysis-northern-governorates-gaza-strip-conclusions-and-recommendations-may-2024 on June 4 that characterized previous dire projections for northern Gaza as implausible. Supporters of Israel and those skeptical of the ICC indictment took this report as an exoneration of Israel and, in some cases, https://x.com/EylonALevy/status/1805833300079960222 there was no famine in Gaza in the first place:

However, the U.N. report that allegedly exonerated Israel did not make any ""admission"" that there was ""no famine after all,"" nor did it clear Israeli leaders of the ICC charge of using starvation as a tool of war.

In fact, this report explicitly stated that an absence of data — not the existence of evidence against famine — drove its conclusion. That revised projection, experts on international law regarding starvation-related war crimes say, is unlikely to affect ICC prosecutors' case against Netanyahu and Gallant.";Yes;No;No;No
Snopes;https://www.snopes.com/fact-check/israel-dna-test-illegal/;DNA Tests in Israel Are Illegal?;09/24;"""Israel""";FALSE;;It is illegal to do a DNA test in Israel.;"Context
While genetic testing is not outright illegal in Israel, there are significant legal restrictions that limit access to DNA tests.

";Yes;No;No;No
Snopes;https://www.snopes.com/fact-check/james-baldwin-on-israel/;James Baldwin Said Israel Was Created for Salvation of Western Interests, Not Salvation of Jews?;09/24;"""Israel""";Correct Attribution;;"American writer James Baldwin once said: ""The state of Israel was not created for the salvation of the Jews; it was created for the salvation of the Western interests.""";"In 1979, while the writer was living in New York City, he penned https://archive.ph/oMqR2 to The Nation – a self-described https://archive.ph/4Atc2 in publication since being founded by abolitionists in 1865 – titled ""Open Letter to the Born Again.""

In his letter, he provided the quote https://archive.ph/oMqR2#selection-1867.0-1870.0:~:text=But%20the%20state,than%20thirty%20years..
Therefore, because the quotation was correctly attributed to Baldwin and could be read in The Nation, we rated this claim ""Correct Attribution.""";Yes;No;No;No
Politifact;https://www.politifact.com/factchecks/2024/dec/06/instagram-posts/has-gazas-population-grown-2-since-oct-7-2023-no-t/;“The population in Gaza has increased by 2.02% since Oct. 7, 2023.”;12/24;"""Israel""";FALSE;;“The population in Gaza has increased by 2.02% since Oct. 7, 2023.”;"• The CIA’s World Factbook says its population data is from the U.S. Census Bureau.
• A Census Bureau spokesperson told PolitiFact that if the World Factbook used census data for population growth rates, the data would come from the international population estimates and projections released in August 2023, before Hamas attacked Israel on Oct. 7, 2023.
• The United Nations reported in July that Gaza’s current population decreased by 200,000 from the region’s projected 2024 population. Gaza’s health ministry said 40,000 Palestinians have been killed in Gaza.";Yes;No;No;No
Politifact;https://www.politifact.com/factchecks/2024/oct/15/instagram-posts/trump-urged-revenge-against-iran-not-israel-in-res/;Says former President Donald Trump posted on Truth Social, “I hope that America obliterates Israel.”;10/24;"""Israel""";FALSE;;Says former President Donald Trump posted on Truth Social, “I hope that America obliterates Israel.”;Trump urged revenge against Iran, not Israel, in response to a potential assassination scenario;Yes;No;No;No
Politifact;https://www.politifact.com/factchecks/2024/oct/09/threads-posts/americans-in-lebanon-and-israel-had-to-pay-for-the/;The U.S. government is offering Americans loans to pay for flights out of Lebanon while they have been flying Israeli citizens out of Israel on chartered flights for a year “on our dime.”;10/24;"""Israel""";FALSE;;The U.S. government is offering Americans loans to pay for flights out of Lebanon while they have been flying Israeli citizens out of Israel on chartered flights for a year “on our dime.”;Americans in Lebanon and Israel had to pay for their own emergency flights out of each country;Yes;No;No;No
Politifact;https://www.politifact.com/factchecks/2024/oct/08/donald-trump/fact-check-trump-said-he-has-been-to-gaza-thats-fa/;Of Gaza, “I’ve been there.”;10/24;"""Israel""";FALSE;;"Donald Trump
stated on October 7, 2024 in an interview with Hugh Hewitt:
Of Gaza, “I’ve been there.”";"• On May 23, 2017, Trump met with Palestinian Authority President Mahmoud Abbas in Bethlehem in the West Bank.
• We found no evidence that he’s been to Gaza.
• President Bill Clinton visited Gaza in 1998; experts said he’s the last president to visit Gaza. 

Trump actually stated the claim in an interview, but the claim is wrong.";Yes;No;No;No
Politifact;https://www.politifact.com/factchecks/2024/sep/20/tweets/no-this-image-doesnt-show-an-iphone-that-exploded/;“iPhones exploding in Lebanon blowing up random people.”;09/24;"""Israel""";FALSE;https://pbs.twimg.com/media/GXxe63hXsAAlRh4?format=jpg&name=large;"""iPhones exploding in Lebanon blowing up random people,""";"The image of an exploded iPhone being shared as if it was from recent device attacks in Lebanon was published in a 2021 article about an exploding iPhone in a suburb of Cairo, Egypt.

Credible news reports of the attacks in Lebanon did not say that iPhones were devices targeted in the attacks.";No;Yes;No;No
